,0
1791,[ 0.          0.          0.0013622  -0.00200009 -0.0001051 ]
1792,[ 0.          0.          0.00207293 -0.00218379  0.00158376]
1793,[ 0.          0.          0.0001324  -0.01171112 -0.0003486 ]
1794,[ 0.          0.         -0.00232995 -0.00136536 -0.00181615]
1795,[ 0.          0.         -0.00158942  0.00029165  0.00238955]
1796,[ 0.          0.         -0.00021987 -0.00035949 -0.00127536]
1797,[ 0.          0.          0.00392985 -0.00131905  0.00014953]
1798,[ 0.          0.         -0.00110364  0.00308716  0.00155109]
1799,[ 0.          0.          0.00226188 -0.002056    0.00024687]
1800,[ 0.          0.         -0.00135851 -0.00137895 -0.00026909]
1801,[ 0.          0.         -0.0010047   0.00105131  0.00026339]
1802,[ 0.          0.          0.00233066 -0.00158215  0.00097531]
1803,[ 0.          0.         -0.0007475  -0.00848532 -0.00288939]
1804,[ 0.          0.         -0.00148666 -0.00131637  0.00074613]
1805,[ 0.          0.          0.00041001 -0.00110388  0.00155157]
1806,[ 0.          0.         -0.00121886  0.0027349  -0.00188696]
1807,[ 0.          0.          0.00178188 -0.00129938 -0.00073805]
1808,[ 0.          0.          0.00097442 -0.00191474  0.00190037]
1809,[0.         0.         0.00149852 0.00067714 0.00325584]
1810,[ 0.          0.         -0.00317645  0.00041828 -0.00124979]
1811,[ 0.          0.          0.0006021   0.00104946 -0.0014469 ]
1812,[ 0.          0.          0.00126004 -0.00209606  0.0020088 ]
1813,"[ 0.0000000e+00  0.0000000e+00  1.2387037e-03  1.8164515e-03
 -9.4830990e-05]"
1814,[ 0.          0.         -0.00022551 -0.00418878 -0.00103539]
1815,"[ 0.0000000e+00  0.0000000e+00  1.4172792e-03  1.5148520e-03
 -9.2659146e-05]"
1816,[ 0.          0.         -0.0008117  -0.00105387 -0.00160527]
1817,[ 0.          0.         -0.001149    0.00244176 -0.00017676]
1818,[0.         0.         0.0006513  0.00211072 0.00233257]
1819,"[ 0.0000000e+00  0.0000000e+00  7.4583292e-04  1.0774732e-03
 -5.6501478e-05]"
1820,[ 0.          0.         -0.00288785 -0.00060531  0.00165862]
1821,[0.         0.         0.00216365 0.00025818 0.00028513]
1822,[0.         0.         0.00107539 0.00268948 0.00036961]
1823,[ 0.          0.         -0.001782   -0.00182229  0.00089934]
1824,[ 0.          0.         -0.00036398  0.00039081  0.00199211]
1825,[0.         0.         0.0022639  0.00198185 0.00020774]
1826,[ 0.          0.          0.00132924 -0.00167286  0.00049528]
1827,[0.         0.         0.00245166 0.0022825  0.0033524 ]
1828,[ 0.          0.         -0.00205815 -0.00148952  0.00070533]
1829,[ 0.          0.          0.00191683 -0.00095248  0.00138623]
1830,"[ 0.0000000e+00  0.0000000e+00 -6.5147877e-04 -1.5403628e-03
  9.5471740e-05]"
1831,[ 0.          0.         -0.00121146 -0.00106245  0.00039011]
1832,[ 0.          0.          0.00182962 -0.00677204 -0.00134969]
1833,[0.         0.         0.00081581 0.00188798 0.00074905]
1834,[ 0.          0.          0.0008347  -0.00245118  0.0008688 ]
1835,[ 0.          0.         -0.00366616 -0.00145644 -0.00161546]
1836,[ 0.          0.         -0.00070187  0.00254834 -0.0001445 ]
1837,[ 0.          0.          0.00117594 -0.00085545  0.00079346]
1838,[ 0.          0.          0.00172722 -0.00168431  0.00064847]
1839,[ 0.          0.         -0.00058374 -0.00177634  0.00166613]
1840,[ 0.          0.         -0.00184411 -0.00015853  0.00016955]
1841,[0.         0.         0.00084686 0.00146288 0.00185144]
1842,[0.         0.         0.00302184 0.00135517 0.00145102]
1843,[ 0.          0.         -0.00354779  0.00140917  0.00123727]
1844,"[ 0.0000000e+00  0.0000000e+00  1.9801855e-03 -1.2858510e-03
 -6.4961612e-05]"
1845,[ 0.          0.         -0.00716567 -0.00235546 -0.00011385]
1846,[ 0.          0.          0.00147849  0.00054592 -0.00149298]
1847,[ 0.          0.          0.00190312 -0.00202394 -0.0003738 ]
1848,[ 0.          0.         -0.00122863  0.00272763  0.00170672]
1849,[ 0.          0.          0.0011549   0.00195658 -0.0014438 ]
1850,[ 0.          0.          0.00094214 -0.00091055  0.00056237]
1851,[ 0.          0.         -0.0024457   0.0020926  -0.00018683]
1852,[ 0.          0.          0.00077891 -0.00334811 -0.00143814]
1853,[ 0.          0.         -0.00122654  0.00189817  0.00058278]
1854,[ 0.          0.         -0.002455    0.00131369  0.00030036]
1855,[0.         0.         0.00233281 0.00173205 0.00182366]
1856,[ 0.          0.         -0.00184774  0.00082889 -0.00091597]
1857,[ 0.          0.         -0.00100005 -0.0003116   0.0008961 ]
1858,[ 0.          0.          0.00038353  0.00078446 -0.00228512]
1859,[ 0.          0.          0.00136197  0.00209892 -0.00093973]
1860,[ 0.          0.          0.00134212 -0.00117815  0.00033791]
1861,[ 0.          0.         -0.00172853 -0.00299609  0.00098896]
1862,[ 0.          0.          0.00185621 -0.00181359 -0.00112629]
1863,[ 0.          0.         -0.00085959 -0.00123411  0.00025998]
1864,[ 0.          0.         -0.00077507  0.00171059 -0.00090861]
1865,[ 0.          0.          0.00133896 -0.00185549 -0.00045568]
1866,"[ 0.0000000e+00  0.0000000e+00  2.4088621e-03  1.4650226e-03
 -9.1355294e-05]"
1867,[0.         0.         0.0011242  0.00222039 0.00155789]
1868,[ 0.          0.          0.00191164 -0.00086963 -0.00166708]
1869,[ 0.          0.          0.0017426  -0.00223529 -0.00115079]
1870,[ 0.          0.         -0.00147849  0.0013932  -0.00057113]
1871,[ 0.          0.          0.00132966 -0.00081003  0.00192708]
1872,[ 0.          0.          0.00165933 -0.00159287  0.00081259]
1873,[ 0.          0.          0.00115895 -0.0026139   0.0001036 ]
1874,[ 0.          0.         -0.00099009 -0.00192845 -0.00291657]
1875,[ 0.          0.          0.00251305 -0.0021106  -0.00123751]
1876,[ 0.          0.         -0.00151044  0.00163758  0.00072756]
1877,[ 0.          0.         -0.00206685  0.00058854 -0.00176871]
1878,[ 0.          0.          0.00064358 -0.00204432 -0.00184208]
1879,[ 0.          0.          0.00105649  0.00163573 -0.00143516]
1880,[ 0.          0.          0.00156379  0.00027494 -0.00241804]
1881,[0.         0.         0.00279248 0.00147474 0.00071424]
1882,[0.         0.         0.00049087 0.0020951  0.00050384]
1883,[ 0.          0.         -0.00155199  0.00185853  0.00185865]
1884,[ 0.          0.          0.00133926 -0.00976038  0.00071764]
1885,[ 0.          0.          0.00084105 -0.00169337 -0.00141954]
1886,[ 0.          0.          0.002267    0.00097272 -0.00017332]
1887,[ 0.          0.          0.00160742  0.00017625 -0.00141573]
1888,[ 0.          0.          0.00023078 -0.00055674  0.00132167]
1889,[ 0.          0.         -0.00125295 -0.00107175  0.00020716]
1890,[0.         0.         0.00111932 0.00286472 0.00027534]
1891,[ 0.          0.         -0.00222969 -0.00069571  0.00128078]
1892,[ 0.          0.          0.0010584   0.00140303 -0.00101155]
1893,[ 0.          0.         -0.00100487 -0.0013383  -0.00071487]
1894,[ 0.          0.         -0.00086883  0.00200117  0.00148863]
1895,[ 0.          0.          0.00117165 -0.00162804  0.00224292]
1896,[0.         0.         0.00124317 0.00104117 0.00053632]
1897,[0.         0.         0.00109923 0.00170952 0.00038399]
1898,[ 0.          0.          0.00061974 -0.00170797  0.00086096]
1899,[ 0.          0.         -0.00183862 -0.002455   -0.00028431]
1900,[ 0.          0.         -0.00245118 -0.00098288 -0.00133139]
1901,[ 0.          0.         -0.00156128  0.00187153 -0.00112391]
1902,[ 0.          0.         -0.00095537 -0.00072783 -0.00160986]
1903,[ 0.          0.         -0.00034729  0.00106639  0.00198054]
1904,[ 0.          0.         -0.00177026  0.00134706  0.00090924]
1905,[0.         0.         0.00160331 0.00051102 0.00089017]
1906,[ 0.          0.          0.00132328 -0.00158519 -0.00243998]
1907,[ 0.          0.         -0.00093621  0.00206506 -0.0009234 ]
1908,[0.         0.         0.00193352 0.00130635 0.00117034]
1909,[ 0.          0.         -0.0011614  -0.00192523  0.00134331]
1910,"[ 0.0000000e+00  0.0000000e+00 -1.4810562e-03  1.0894537e-03
  5.7017431e-05]"
1911,[ 0.          0.          0.00869608  0.00039835 -0.00107998]
1912,[ 0.          0.          0.00079721 -0.00136507 -0.00023045]
1913,[ 0.          0.          0.00270164 -0.00115204  0.0011071 ]
1914,[ 0.          0.         -0.00089416 -0.00019405  0.0014261 ]
1915,[ 0.          0.         -0.00084791  0.00135261  0.00195259]
1916,[ 0.          0.         -0.00099176  0.00061521  0.00020529]
1917,[ 0.          0.         -0.00171888 -0.00109178 -0.00090319]
1918,[0.         0.         0.00212228 0.00128073 0.00242019]
1919,[ 0.          0.         -0.0019455   0.00215435 -0.00071788]
1920,[ 0.          0.         -0.00089565 -0.00052565  0.00028494]
1921,[0.         0.         0.00163203 0.0007436  0.00027043]
1922,[ 0.          0.          0.00128269 -0.00127119  0.00025998]
1923,[ 0.          0.         -0.00305855 -0.00141484  0.00073901]
1924,[ 0.          0.          0.00070733 -0.00268745 -0.00111359]
1925,[0.         0.         0.00186467 0.00148892 0.0026356 ]
1926,[ 0.          0.          0.00078964 -0.00081119  0.00082886]
1927,[0.         0.         0.00130957 0.00146019 0.0001026 ]
1928,[ 0.          0.          0.00125855 -0.00138438 -0.00117362]
1929,[ 0.          0.         -0.00252092 -0.0099287   0.00016835]
1930,[ 0.          0.         -0.00135976 -0.00183427 -0.00034845]
1931,[ 0.          0.         -0.0004878  -0.00058994  0.00025749]
1932,[ 0.          0.         -0.00236666 -0.00171709 -0.00133657]
1933,[ 0.          0.          0.00052759 -0.00249708  0.00109309]
1934,[ 0.          0.          0.00068176  0.00088039 -0.00262105]
1935,[ 0.          0.          0.00128543 -0.00105035  0.00098795]
1936,[ 0.          0.          0.00111753  0.00131547 -0.00035277]
1937,[ 0.          0.         -0.00108325 -0.00556636  0.00028515]
1938,[ 0.          0.          0.00049797 -0.00073266 -0.00097543]
1939,[ 0.          0.          0.00130093 -0.0018568  -0.00204706]
1940,[ 0.          0.          0.00240326 -0.00164431 -0.00185478]
1941,[ 0.          0.          0.01192808 -0.00065669  0.00014718]
1942,[ 0.          0.          0.00092891  0.00173253 -0.00061518]
1943,[ 0.          0.         -0.00201499 -0.00161636  0.00118089]
1944,[ 0.          0.         -0.00880623 -0.00270414  0.00086144]
1945,[ 0.          0.         -0.00220704  0.00075638 -0.00226164]
1946,[ 0.          0.         -0.0027982  -0.00098073 -0.00133711]
1947,[ 0.          0.          0.00107008 -0.00223112  0.00167078]
1948,[ 0.          0.         -0.00015599  0.00716949  0.00199497]
1949,[ 0.          0.          0.00162703  0.00063729 -0.00088483]
1950,[ 0.          0.         -0.00146884  0.00141966 -0.00126517]
1951,[ 0.          0.         -0.00050905  0.00351846  0.00133401]
1952,[ 0.          0.         -0.0013321   0.00066739  0.00161016]
1953,[ 0.          0.         -0.00121021  0.00109792 -0.0003269 ]
1954,[ 0.          0.         -0.00074646  0.01249313  0.0006234 ]
1955,[ 0.          0.          0.00238335  0.00131857 -0.00140738]
1956,[0.         0.         0.00069919 0.00052503 0.00147045]
1957,[ 0.          0.         -0.00232446  0.00059608 -0.00137818]
1958,[0.         0.         0.01266813 0.0116415  0.00171787]
1959,[ 0.          0.          0.00158775 -0.00249147 -0.00098866]
1960,[ 0.          0.          0.00117904  0.00254273 -0.00162315]
1961,[ 0.          0.          0.00117916  0.00145161 -0.0032773 ]
1962,[0.         0.         0.00153112 0.00164795 0.00072095]
1963,[ 0.          0.         -0.01240349 -0.0009703  -0.0005632 ]
1964,[ 0.          0.          0.00077343 -0.00196397  0.00089392]
1965,[0.         0.         0.00047487 0.0004008  0.00014266]
1966,[ 0.          0.         -0.00017     0.00128907 -0.00138837]
1967,[ 0.          0.         -0.00248945 -0.00222576  0.00020202]
1968,[ 0.          0.         -0.00171208  0.00107986 -0.00022267]
1969,[ 0.          0.         -0.00109237 -0.00210869 -0.00074282]
1970,[ 0.          0.         -0.00545454  0.00115979  0.00108951]
1971,[ 0.          0.          0.00242853  0.00181401 -0.00152147]
1972,[ 0.          0.          0.00149614 -0.00077584 -0.00089464]
1973,[ 0.          0.         -0.00117207 -0.001827   -0.00066534]
1974,[ 0.          0.          0.00224125 -0.00071758 -0.00068188]
1975,[ 0.          0.          0.00208712  0.00148928 -0.00018193]
1976,[ 0.          0.          0.00236773  0.00052878 -0.00055155]
1977,[ 0.          0.          0.00225759 -0.0005683   0.0008457 ]
1978,[ 0.          0.          0.00159121 -0.0017727   0.00225425]
1979,[0.         0.         0.00223529 0.00117099 0.00358105]
1980,[ 0.          0.          0.00121123 -0.00181365  0.00091127]
1981,[ 0.          0.          0.00075248 -0.01333046  0.00022915]
1982,[ 0.          0.         -0.00178921 -0.00099427  0.00087619]
1983,[ 0.          0.         -0.00041729  0.00042018 -0.00046983]
1984,[ 0.          0.         -0.00111943 -0.00150359 -0.00215685]
1985,[ 0.          0.         -0.00210059  0.00097424 -0.00192922]
1986,[ 0.          0.          0.00183421  0.00212204 -0.00075275]
1987,[ 0.          0.          0.00271499  0.00179058 -0.00133944]
1988,[ 0.          0.         -0.00170094 -0.00109595  0.00191164]
1989,[ 0.          0.          0.0025984  -0.00074902 -0.00092888]
1990,[ 0.          0.          0.00074196 -0.00210917 -0.00085181]
1991,[ 0.          0.         -0.00140268  0.0015794  -0.00043738]
1992,[0.         0.         0.00171679 0.00147372 0.00149745]
1993,[0.         0.         0.0023917  0.00046028 0.00025201]
1994,[0.         0.         0.0021925  0.00147188 0.00049382]
1995,[ 0.          0.         -0.00120658  0.00027966  0.00017788]
1996,[ 0.          0.          0.00141889 -0.00879049 -0.00248146]
1997,"[ 0.0000000e+00  0.0000000e+00 -1.1000633e-03 -1.1089444e-03
  6.0848892e-05]"
1998,[ 0.          0.         -0.00069645  0.00167525 -0.00014207]
1999,[ 0.          0.         -0.00159436  0.00185627  0.00159371]
2000,[ 0.          0.         -0.00182551 -0.00110352  0.00028391]
2001,[ 0.          0.          0.00137573 -0.00051022  0.00083512]
2002,[ 0.          0.         -0.0007562   0.00266099  0.00084627]
2003,[ 0.          0.         -0.0012328  -0.00137842  0.00126839]
2004,[ 0.          0.         -0.00255179  0.0011791  -0.00035928]
2005,[ 0.          0.         -0.0009602   0.00174493  0.00048815]
2006,[ 0.          0.          0.00045085 -0.00182611  0.00012819]
2007,"[ 0.0000000e+00  0.0000000e+00 -4.1668415e-03  4.7644973e-04
 -6.8228692e-05]"
2008,[ 0.          0.          0.0018059  -0.00119436  0.00110626]
2009,[ 0.          0.         -0.00184959 -0.00206602 -0.00167483]
2010,[0.         0.         0.00238812 0.00321162 0.00071725]
2011,[ 0.          0.         -0.00081438  0.01224279 -0.00020487]
2012,[ 0.          0.          0.00129789  0.00110787 -0.00056684]
2013,[ 0.          0.         -0.001104    0.00208831 -0.0019995 ]
2014,[ 0.          0.          0.00023846 -0.00304902  0.00140762]
2015,"[ 0.0000000e+00  0.0000000e+00  2.1144152e-03  1.8128157e-03
 -4.9149618e-05]"
2016,[ 0.          0.         -0.00171632  0.00088131  0.0010072 ]
2017,[ 0.          0.         -0.00050402 -0.001912   -0.00085014]
2018,[ 0.          0.         -0.00125504 -0.00158405 -0.00056365]
2019,[ 0.          0.         -0.00233567 -0.00182223  0.00340366]
2020,[ 0.          0.         -0.00277269  0.00190037 -0.00092992]
2021,[ 0.          0.         -0.00071323 -0.00187987 -0.00077838]
2022,[ 0.          0.          0.00079352 -0.00267577 -0.0011583 ]
2023,[ 0.          0.         -0.00053495  0.00232446  0.00049123]
2024,[ 0.          0.         -0.00106633  0.00201917  0.00215614]
2025,[ 0.          0.          0.00128806 -0.00173318  0.00106955]
2026,[ 0.          0.         -0.00135487  0.00090525 -0.0009349 ]
2027,[ 0.          0.          0.00318754  0.00375748 -0.00101888]
2028,[ 0.          0.         -0.00209427 -0.00145894 -0.00193113]
2029,[ 0.          0.         -0.00142699 -0.0014866   0.00062844]
2030,[ 0.          0.         -0.0017159   0.00102526 -0.00176901]
2031,[ 0.          0.          0.00045221 -0.00283301 -0.00188917]
2032,[ 0.          0.          0.00121564 -0.00051767 -0.00179762]
2033,[ 0.          0.         -0.00054824  0.00223458 -0.00132197]
2034,[ 0.          0.          0.00153571 -0.00264919 -0.00159335]
2035,[ 0.          0.         -0.01000023  0.00075233  0.00059319]
2036,[ 0.          0.          0.00110126 -0.0016222   0.0006966 ]
2037,[ 0.          0.         -0.0001569  -0.00139123  0.00094101]
2038,[ 0.          0.          0.00060183 -0.00268245 -0.00147593]
2039,[0.0000000e+00 0.0000000e+00 8.5783005e-03 1.1714697e-03 7.0079695e-06]
2040,[ 0.          0.          0.00191212 -0.00138396  0.00051767]
2041,[ 0.          0.         -0.00126857 -0.00267029  0.00045307]
2042,[ 0.          0.         -0.00217867  0.00197148 -0.00035898]
2043,[ 0.          0.         -0.00104123  0.00187188 -0.00164938]
2044,[ 0.          0.         -0.00024459 -0.00286722 -0.00162101]
2045,[ 0.          0.          0.00222766 -0.00168949 -0.00042897]
2046,[ 0.          0.          0.00187862 -0.0022912   0.00161552]
2047,[ 0.          0.         -0.00049227 -0.00113708  0.00021317]
2048,[ 0.          0.         -0.00209868  0.00162882 -0.00022013]
2049,[ 0.          0.          0.01387358 -0.00042687  0.0024457 ]
2050,[0.         0.         0.00303173 0.00134647 0.00039333]
2051,[ 0.          0.         -0.00190318  0.00279939 -0.00257814]
2052,[0.         0.         0.00158697 0.0017345  0.00027163]
2053,[ 0.          0.         -0.00126177  0.00250959  0.001535  ]
2054,[0.         0.         0.00143105 0.00123107 0.00084415]
2055,[ 0.          0.         -0.00158775  0.00139982  0.0008938 ]
2056,[0.         0.         0.00087646 0.00220537 0.00029555]
2057,[ 0.          0.         -0.00164086  0.00151032  0.00128293]
2058,[ 0.          0.          0.00187469 -0.00111753 -0.00107765]
2059,[ 0.          0.          0.0007768  -0.00128186 -0.00073835]
2060,[ 0.          0.          0.00214088 -0.00161099  0.00101256]
2061,[ 0.          0.         -0.01305294 -0.00190341  0.00029022]
2062,[ 0.          0.          0.00181568 -0.00207615 -0.00028463]
2063,[ 0.          0.         -0.00109911 -0.00135952 -0.0009003 ]
2064,[ 0.          0.         -0.00064278  0.00162154  0.00131041]
2065,[ 0.          0.         -0.00032513 -0.00085455  0.00069651]
2066,[ 0.          0.          0.00098979 -0.00088829  0.00136161]
2067,[ 0.          0.         -0.00194734 -0.00154227 -0.0001663 ]
2068,[0.         0.         0.00125372 0.00033869 0.00112534]
2069,[ 0.          0.          0.00182861 -0.00024685 -0.00120789]
2070,[ 0.          0.         -0.00178623 -0.00261211 -0.00149202]
2071,"[ 0.0000000e+00  0.0000000e+00 -1.0032654e-03  9.7208023e-03
  6.6954643e-05]"
2072,[ 0.          0.          0.00159979 -0.00156951  0.00160611]
2073,[ 0.          0.          0.00089958 -0.00087512 -0.00238824]
2074,[ 0.          0.          0.00019286 -0.00143725 -0.00186753]
2075,[ 0.          0.          0.00178033  0.00204825 -0.00109655]
2076,[ 0.          0.          0.00095698  0.00162709 -0.00270736]
2077,[0.         0.         0.00140083 0.0034585  0.00175506]
2078,[ 0.          0.          0.00204575 -0.00172508  0.00064486]
2079,[0.         0.         0.0007278  0.00230765 0.00038812]
2080,[ 0.          0.         -0.00242889  0.00102025  0.00077197]
2081,[ 0.          0.         -0.00029832  0.00243616 -0.00124472]
2082,[ 0.000000e+00  0.000000e+00  5.004108e-04 -9.171665e-04  7.492304e-05]
2083,[ 0.          0.         -0.00212312 -0.00099343  0.00057721]
2084,[ 0.          0.          0.00045064 -0.00262237 -0.00243402]
2085,[ 0.          0.         -0.00078881  0.00133789 -0.00211656]
2086,[0.         0.         0.00189459 0.00145036 0.00140947]
2087,[ 0.          0.         -0.00160396 -0.00191665 -0.00089914]
2088,[0.         0.         0.00122118 0.00062257 0.0013122 ]
2089,[ 0.          0.         -0.00121337  0.00067839 -0.0016852 ]
2090,[ 0.          0.         -0.00119716 -0.00119895  0.00176609]
2091,[ 0.          0.         -0.00152814  0.0007515   0.00054318]
2092,[ 0.          0.          0.00048445  0.00132811 -0.00015542]
2093,[ 0.          0.         -0.00125629  0.00066367 -0.00056893]
2094,[ 0.          0.         -0.00097439  0.00065333 -0.00177044]
2095,[ 0.          0.          0.00166517 -0.00176769 -0.00104916]
2096,[ 0.          0.         -0.00128633  0.00155848 -0.00084075]
2097,"[ 0.0000000e+00  0.0000000e+00 -5.1948428e-04 -1.6022325e-03
 -8.4418803e-05]"
2098,[ 0.          0.         -0.0003064  -0.00179434 -0.00102824]
2099,[ 0.          0.         -0.00181621  0.00225151 -0.00122863]
2100,[ 0.          0.         -0.00018034  0.00913715 -0.00141752]
2101,[ 0.          0.         -0.00029626  0.00167     0.00051856]
2102,[ 0.          0.         -0.00384021 -0.0024662   0.00140542]
2103,[ 0.          0.         -0.00093734 -0.00143361  0.0012579 ]
2104,[ 0.          0.          0.00125533 -0.00073293 -0.00146228]
2105,[ 0.          0.         -0.0009034   0.00068101  0.00166422]
2106,[ 0.          0.         -0.00173408 -0.00227344 -0.0012843 ]
2107,[ 0.          0.         -0.00097534  0.00283372  0.00018266]
2108,[ 0.          0.         -0.0020715  -0.00095046 -0.0011788 ]
2109,[ 0.          0.         -0.00069743  0.00235879  0.00121665]
2110,[ 0.          0.         -0.00217164 -0.00118762 -0.00107378]
2111,[ 0.          0.         -0.00088632 -0.00201678  0.00092816]
2112,[ 0.          0.         -0.00173342 -0.00102484 -0.00189728]
2113,[ 0.          0.         -0.00176102 -0.0029695   0.00054848]
2114,[ 0.          0.          0.0014106  -0.00060347  0.0001867 ]
2115,[ 0.          0.         -0.00132412 -0.00188619  0.00123119]
2116,[ 0.          0.          0.00215745 -0.00047682 -0.00228512]
2117,[ 0.          0.         -0.00067371 -0.00123084  0.00057629]
2118,[0.         0.         0.00172096 0.00066546 0.00058597]
2119,[ 0.          0.         -0.00057173 -0.00042143 -0.0012114 ]
2120,[ 0.          0.          0.00120217 -0.00086671  0.00130928]
2121,[ 0.          0.         -0.00109226  0.00097007  0.0021975 ]
2122,[ 0.          0.         -0.00128257 -0.00106424  0.00132811]
2123,[ 0.          0.          0.00111479 -0.00158507  0.00050026]
2124,[0.         0.         0.00342429 0.00188529 0.00139701]
2125,[ 0.          0.          0.00201714 -0.00062159 -0.00074899]
2126,[ 0.          0.         -0.00188822  0.0016517  -0.00065589]
2127,[0.         0.         0.00060254 0.00202656 0.0001357 ]
2128,[ 0.          0.          0.00123703 -0.00062594  0.00165421]
2129,[ 0.          0.         -0.00177211 -0.00118107 -0.00017379]
2130,[0.         0.         0.00101292 0.00143301 0.00070745]
2131,[0.         0.         0.00057024 0.00135487 0.00313914]
2132,[ 0.          0.         -0.0015735  -0.00171328  0.00020064]
2133,[ 0.          0.         -0.001279   -0.00272119 -0.00106013]
2134,[ 0.          0.         -0.00228274 -0.0015493  -0.0021795 ]
2135,[ 0.          0.          0.00129825 -0.00231218  0.00019196]
2136,[ 0.          0.         -0.00160742  0.00210333  0.00124955]
2137,[ 0.          0.          0.00275958 -0.00100648 -0.00144339]
2138,[ 0.          0.          0.00147915 -0.00057948 -0.00098038]
2139,[ 0.          0.          0.000561   -0.00902605  0.0001456 ]
2140,[ 0.          0.         -0.00177622  0.00021542 -0.00098515]
2141,[ 0.          0.         -0.00263524  0.00143123 -0.00106871]
2142,[0.         0.         0.00341332 0.00170052 0.00031556]
2143,[ 0.          0.          0.00091881 -0.01253319  0.00066945]
2144,[0.         0.         0.00211596 0.00220251 0.00149566]
2145,[ 0.          0.         -0.00071245 -0.00087875  0.00144517]
2146,[ 0.          0.         -0.00037093  0.00216556 -0.00292313]
2147,[ 0.          0.         -0.00162882  0.00201309 -0.00078896]
2148,[ 0.          0.         -0.00253379  0.00054631 -0.00014989]
2149,[ 0.          0.          0.0022769  -0.00077826  0.0007315 ]
2150,[ 0.          0.         -0.00126094  0.00178492  0.00015327]
2151,[ 0.          0.         -0.00214195  0.00177974  0.00224805]
2152,[ 0.          0.         -0.00138098 -0.00140542 -0.00274324]
2153,[0.         0.         0.00220704 0.00167763 0.00291491]
2154,[ 0.          0.          0.00158232 -0.00753713  0.00080758]
2155,[ 0.          0.         -0.00084725  0.00097901 -0.00057933]
2156,[ 0.          0.         -0.00117052  0.00061408  0.00028695]
2157,[ 0.          0.         -0.00155604 -0.00170374  0.00304222]
2158,[ 0.          0.         -0.00155985  0.00047167 -0.00144136]
2159,[ 0.          0.         -0.00107145  0.0027498  -0.00029808]
2160,[ 0.          0.          0.00236893  0.00142205 -0.00162786]
2161,[ 0.          0.          0.00222957  0.00177771 -0.00071678]
2162,[ 0.          0.         -0.00131935 -0.00323963  0.00788546]
2163,[ 0.          0.         -0.00170273  0.00089851  0.00235343]
2164,[0.         0.         0.0014841  0.00279379 0.00100142]
2165,[ 0.          0.          0.00049928  0.00366974 -0.00158095]
2166,[ 0.          0.         -0.00234902 -0.0013184   0.00153166]
2167,[0.         0.         0.00132143 0.00091669 0.00108898]
2168,[0.         0.         0.00040016 0.00196147 0.00026289]
2169,[ 0.          0.         -0.00059906  0.00274861 -0.00117004]
2170,[ 0.          0.         -0.00098473  0.00252604  0.00054574]
2171,[0.         0.         0.00213718 0.00177479 0.0009917 ]
2172,[0.         0.         0.00086018 0.00173986 0.00046173]
2173,[ 0.          0.          0.00153118  0.00168294 -0.00128084]
2174,[ 0.          0.         -0.00267887  0.00102353  0.0009653 ]
2175,[ 0.          0.         -0.00101596 -0.00212812  0.00039752]
2176,[ 0.          0.          0.00125629  0.00158316 -0.00082189]
2177,[ 0.          0.         -0.00297153  0.00243473  0.00031732]
2178,[ 0.          0.          0.01193762 -0.00057808  0.00076461]
2179,[ 0.          0.         -0.00175303 -0.00067502  0.00051144]
2180,[ 0.          0.          0.00107807 -0.00179064 -0.00023665]
2181,[ 0.          0.          0.00115657  0.00110537 -0.0010286 ]
2182,[ 0.          0.          0.00216317 -0.00269103 -0.00029474]
2183,[ 0.          0.         -0.0008648   0.00211513 -0.00185567]
2184,[ 0.          0.          0.00297272  0.00216889 -0.00237322]
2185,[ 0.          0.          0.00135756 -0.00261438 -0.00140601]
2186,[ 0.          0.         -0.00099111 -0.00118864  0.00184405]
2187,[ 0.          0.          0.00106961  0.00248551 -0.00111628]
2188,[ 0.          0.         -0.00134897 -0.0020808  -0.00026007]
2189,[ 0.          0.         -0.00129944 -0.00229478 -0.00144917]
2190,[ 0.          0.         -0.00283325 -0.00143731  0.00017223]
2191,[ 0.          0.          0.00076678 -0.00178254 -0.00151014]
2192,[ 0.          0.          0.00142431 -0.00141168 -0.00107282]
2193,[ 0.          0.         -0.00217509  0.00072074  0.00230324]
2194,[ 0.          0.          0.00087151  0.00202262 -0.00129586]
2195,[ 0.          0.          0.00132537  0.00169027 -0.00165433]
2196,[ 0.          0.          0.00104719 -0.00210953  0.00132567]
2197,[ 0.          0.          0.00193518 -0.00126618  0.0003833 ]
2198,[ 0.          0.          0.00146991 -0.00087634  0.00107896]
2199,[0.         0.         0.00154489 0.00085261 0.0009234 ]
2200,[ 0.          0.         -0.00101709 -0.00144798 -0.00153047]
2201,[0.         0.         0.00127709 0.00217545 0.00031906]
2202,[ 0.          0.          0.00110942 -0.00065872 -0.00191456]
2203,[ 0.          0.          0.00154102  0.00178814 -0.0006564 ]
2204,[ 0.          0.          0.00264227 -0.00133687 -0.00128096]
2205,[0.         0.         0.00280511 0.00155205 0.00143051]
2206,[ 0.          0.         -0.00258136 -0.00161934 -0.0007863 ]
2207,[ 0.          0.         -0.00249445  0.00167197 -0.00086233]
2208,[ 0.          0.         -0.00106186 -0.00096816 -0.00143331]
2209,[0.         0.         0.00098407 0.00239706 0.00059927]
2210,[ 0.          0.         -0.00069329 -0.00128078 -0.00089392]
2211,[ 0.          0.         -0.00137907  0.00825262 -0.0014323 ]
