,0
11220,[ 0.          0.         -0.00272048  0.00060359 -0.00092518]
11221,[ 0.          0.          0.00109112  0.00279951 -0.00093171]
11222,[ 0.          0.          0.00149316  0.00342822 -0.00131744]
11223,[ 0.          0.          0.00024147 -0.00111711  0.00195801]
11224,[0.         0.         0.00189531 0.00138831 0.00155371]
11225,[ 0.          0.         -0.00205338  0.00192916 -0.00148362]
11226,[ 0.          0.         -0.01165676 -0.00129181  0.00184971]
11227,[ 0.          0.          0.00227094  0.00036608 -0.00168526]
11228,[ 0.          0.         -0.00287867 -0.00059381  0.00325871]
11229,[ 0.          0.          0.00316846 -0.00117284  0.00062808]
11230,[ 0.          0.         -0.00156015 -0.00147706 -0.00010695]
11231,[ 0.          0.         -0.00127673  0.00147647  0.0011456 ]
11232,[ 0.          0.         -0.00189584  0.00098628 -0.00014921]
11233,[ 0.          0.         -0.00128084 -0.00156945  0.00143182]
11234,[ 0.          0.         -0.00114566 -0.00141168 -0.00149137]
11235,"[ 0.0000000e+00  0.0000000e+00 -1.2573004e-03 -1.7238855e-03
 -7.6424330e-05]"
11236,[ 0.          0.         -0.0013898   0.00135684 -0.00059679]
11237,[ 0.          0.          0.0023514  -0.00119364 -0.00165737]
11238,[ 0.          0.         -0.0006544   0.00483727 -0.00106639]
11239,[ 0.          0.         -0.00185245 -0.00706649  0.00029674]
11240,[ 0.          0.         -0.00224209  0.00103545  0.00176615]
11241,"[ 0.0000000e+00  0.0000000e+00 -4.6875328e-05  2.9449463e-03
 -9.1305375e-04]"
11242,[ 0.          0.         -0.0040009  -0.0009034   0.00163627]
11243,[ 0.          0.          0.00095081  0.00214577 -0.0015282 ]
11244,[ 0.          0.         -0.00086316 -0.00168824  0.00017738]
11245,[ 0.          0.          0.0015201  -0.00126439 -0.00229049]
11246,[ 0.          0.         -0.00181419  0.00230432  0.00225544]
11247,[ 0.          0.         -0.00181371 -0.00236499  0.00117981]
11248,[ 0.          0.         -0.00081804  0.00112444  0.00171763]
11249,[ 0.          0.         -0.00089657 -0.00137091 -0.00180852]
11250,[ 0.          0.         -0.00054252 -0.00045897  0.00129521]
11251,[0.         0.         0.00228941 0.00019685 0.00010816]
11252,[ 0.          0.         -0.00128543  0.00169724 -0.00083107]
11253,[ 0.          0.         -0.00234187  0.00126427 -0.00136417]
11254,[ 0.          0.         -0.00130552  0.00182408  0.00080273]
11255,[ 0.          0.          0.00118876 -0.00248194  0.00034207]
11256,[ 0.          0.         -0.00147986 -0.0008696   0.00044428]
11257,[ 0.          0.         -0.00029391  0.00198472 -0.00200367]
11258,[ 0.          0.         -0.00132883  0.00172931 -0.00189173]
11259,[ 0.          0.         -0.0008564   0.00249481 -0.00116068]
11260,[ 0.          0.          0.00035736  0.00151509 -0.00069252]
11261,"[ 0.0000000e+00  0.0000000e+00  1.0392666e-03  1.4355779e-03
 -9.8705292e-05]"
11262,[ 0.          0.          0.00120896 -0.00225198 -0.00049245]
11263,[ 0.          0.         -0.00221908  0.00869608 -0.00110495]
11264,[0.         0.         0.0018481  0.00074631 0.00161064]
11265,[ 0.          0.          0.00258219 -0.00078061  0.00144529]
11266,[ 0.          0.         -0.00172275  0.00261569 -0.00100815]
11267,[ 0.          0.         -0.00183189 -0.00106692 -0.00025062]
11268,[ 0.          0.          0.00178611 -0.00168914  0.00158334]
11269,[ 0.          0.          0.00090176 -0.0058074  -0.00191903]
11270,[ 0.          0.         -0.00127816  0.00204611 -0.00220215]
11271,[ 0.          0.         -0.00253582 -0.00140285  0.00015708]
11272,[ 0.          0.         -0.00080138 -0.00041325 -0.00150949]
11273,[ 0.          0.         -0.00158727  0.00171179 -0.00270712]
11274,[ 0.          0.         -0.00070015 -0.00115728 -0.00098598]
11275,[ 0.          0.         -0.00094572 -0.00024199 -0.00026864]
11276,[ 0.          0.         -0.00180507  0.00038889 -0.00264633]
11277,[ 0.          0.         -0.00145078  0.0017339   0.00134468]
11278,[ 0.          0.          0.00029169 -0.0015645  -0.00199544]
11279,[0.         0.         0.00284314 0.00030541 0.00081342]
11280,[ 0.          0.         -0.00101423  0.00319815 -0.00028355]
11281,[ 0.          0.         -0.00113225 -0.00109333 -0.00059772]
11282,[ 0.          0.          0.00064355 -0.0013001   0.00077596]
11283,[0.         0.         0.00134075 0.00211954 0.00091532]
11284,[ 0.          0.         -0.00206351 -0.0016219  -0.00034988]
11285,[ 0.          0.         -0.00210071  0.0017513  -0.00052154]
11286,[0.         0.         0.00110871 0.01239157 0.00025891]
11287,[0.         0.         0.00197554 0.00880671 0.00014601]
11288,[ 0.          0.          0.00073874 -0.00220895  0.00052473]
11289,[ 0.          0.         -0.00128639  0.00172597  0.00106353]
11290,[ 0.          0.          0.0030756  -0.00121725 -0.00189614]
11291,[ 0.          0.          0.00203192 -0.00141692  0.00177199]
11292,[ 0.          0.         -0.00052664  0.00194818 -0.00137508]
11293,[ 0.          0.         -0.0013119  -0.00101691 -0.00010734]
11294,[ 0.          0.         -0.00073892  0.00174737  0.00031774]
11295,[ 0.          0.         -0.00261641 -0.00123596 -0.00065032]
11296,[ 0.          0.         -0.0009239  -0.00163221 -0.0009613 ]
11297,[ 0.          0.         -0.00098068 -0.0003316  -0.00024809]
11298,[ 0.          0.         -0.00141948  0.00153679  0.0014388 ]
11299,"[ 0.0000000e+00  0.0000000e+00 -2.9500723e-03 -2.5823116e-03
 -5.2077696e-05]"
11300,[ 0.          0.          0.00176924 -0.00230432 -0.00163132]
11301,[ 0.          0.         -0.00137472  0.00111008  0.00178152]
11302,[0.         0.         0.00250471 0.00125217 0.00098044]
11303,[ 0.          0.         -0.00104934  0.00241137 -0.00174129]
11304,[ 0.          0.         -0.00109094 -0.00073871 -0.00080582]
11305,[ 0.          0.          0.00114596 -0.00068328 -0.00028077]
11306,[ 0.          0.         -0.00308311 -0.00076845  0.0006566 ]
11307,[0.         0.         0.00124872 0.00053608 0.00152224]
11308,[ 0.          0.          0.00236309 -0.00221539  0.00016063]
11309,[ 0.          0.          0.00132769  0.00140935 -0.00164407]
11310,[ 0.          0.         -0.00215578 -0.00064269 -0.00116712]
11311,[ 0.          0.         -0.00189137  0.00222576  0.00115532]
11312,[0.         0.         0.00163591 0.00474215 0.00104088]
11313,[ 0.          0.         -0.00153321  0.00204527  0.00085986]
11314,[ 0.          0.          0.00116295 -0.00035818  0.00310004]
11315,[ 0.          0.          0.01330233  0.00112641 -0.00198913]
11316,[ 0.          0.         -0.00856352 -0.00091276  0.00111896]
11317,[ 0.          0.         -0.00289536  0.0017572  -0.00069863]
11318,[ 0.          0.          0.00216734 -0.00144589 -0.00088316]
11319,[ 0.          0.          0.00033659  0.00128716 -0.00118917]
11320,[ 0.          0.         -0.0010879   0.00174963  0.00032668]
11321,[0.         0.         0.00275409 0.00146264 0.00011988]
11322,[0.         0.         0.00154781 0.00152749 0.000392  ]
11323,"[ 0.0000000e+00  0.0000000e+00 -7.4386597e-05 -2.6345253e-03
  8.7583065e-04]"
11324,[ 0.          0.          0.0011149  -0.00157201  0.00058267]
11325,[0.         0.         0.00070402 0.00172031 0.00050417]
11326,[ 0.          0.         -0.00259006  0.00130963 -0.00131691]
11327,[ 0.          0.         -0.00054976 -0.00011174 -0.00172746]
11328,[ 0.          0.          0.00158244  0.00100768 -0.00074288]
11329,[ 0.          0.         -0.00120294  0.00079668 -0.00037184]
11330,[ 0.          0.         -0.00147623  0.00105619 -0.00355041]
11331,[ 0.          0.          0.00092337  0.00190306 -0.00029148]
11332,[ 0.          0.          0.00080469 -0.00287211 -0.00111067]
11333,[ 0.          0.         -0.00136209  0.00149715 -0.00727749]
11334,[ 0.          0.         -0.0015009   0.00130612  0.00072572]
11335,[ 0.          0.          0.00084224 -0.00112402 -0.00250769]
11336,[ 0.          0.          0.00159013 -0.00133348 -0.0012961 ]
11337,[ 0.          0.          0.00233495  0.00202417 -0.00054088]
11338,[ 0.          0.          0.00161618 -0.00169683  0.00011268]
11339,[ 0.          0.          0.00144112  0.00178725 -0.00124985]
11340,[ 0.          0.         -0.00123256 -0.00191927 -0.00202513]
11341,[ 0.          0.          0.00061607 -0.00075769  0.00159007]
11342,[ 0.          0.         -0.00284517 -0.00193536  0.00126439]
11343,[ 0.          0.         -0.00163603 -0.0014919  -0.00117528]
11344,"[ 0.0000000e+00  0.0000000e+00  2.4704933e-03 -1.6663671e-03
 -4.9384311e-05]"
11345,[ 0.          0.          0.0010097   0.00224149 -0.00019983]
11346,[ 0.          0.          0.00224078 -0.00122994  0.00081876]
11347,[ 0.          0.          0.00090694  0.00340807 -0.00141072]
11348,[ 0.          0.          0.00128049 -0.00068089  0.00182116]
11349,[ 0.          0.         -0.00034751 -0.0020777   0.00106692]
11350,[ 0.          0.          0.00134432  0.00229526 -0.00014668]
11351,[ 0.          0.          0.00337815 -0.00098205  0.00105494]
11352,[0.         0.         0.0020889  0.00190258 0.01055813]
11353,[ 0.          0.         -0.00869846  0.00205016 -0.00019957]
11354,"[ 0.0000000e+00  0.0000000e+00  3.4773350e-03 -1.9830465e-03
  7.3052943e-05]"
11355,[ 0.          0.          0.0015642  -0.00112575  0.00185722]
11356,[ 0.          0.         -0.00086877  0.00155705  0.0022155 ]
11357,[ 0.          0.         -0.00223505 -0.0005126   0.00087631]
11358,[ 0.          0.         -0.00161308  0.00043586  0.00150943]
11359,[ 0.          0.         -0.00129277  0.00099701 -0.00017735]
11360,[ 0.          0.          0.00137335 -0.00123793  0.00032248]
11361,[ 0.          0.          0.00269353 -0.00141442  0.00984812]
11362,[0.         0.         0.00046386 0.00087735 0.0007762 ]
11363,[ 0.          0.          0.00029121 -0.00137049 -0.00015553]
11364,[0.         0.         0.00182438 0.0006375  0.00035949]
11365,[ 0.          0.         -0.00108838  0.00240374 -0.00280893]
11366,[ 0.          0.          0.00919771 -0.00160056 -0.00063008]
11367,[ 0.          0.          0.00122082  0.0022161  -0.00028688]
11368,[ 0.          0.          0.00119954 -0.00164497 -0.00100231]
11369,[ 0.          0.          0.00085908 -0.00028251 -0.0004794 ]
11370,[ 0.          0.         -0.00182897 -0.0019365   0.00012232]
11371,[ 0.          0.         -0.00172126 -0.00104183 -0.00022255]
11372,[ 0.          0.         -0.00206435  0.00179589  0.00186574]
11373,[0.         0.         0.00120991 0.00251842 0.00224233]
11374,[ 0.          0.          0.00059256 -0.00176793  0.00043952]
11375,[ 0.          0.          0.001131    0.00139558 -0.0016638 ]
11376,[ 0.          0.         -0.00110489  0.00168949  0.00020995]
11377,[ 0.          0.         -0.00084415 -0.0019173   0.0003473 ]
11378,[ 0.          0.         -0.00550175 -0.01358652  0.00011798]
11379,[ 0.          0.         -0.00149512  0.00123554  0.00076762]
11380,[ 0.          0.          0.00190657  0.00148433 -0.00176775]
11381,[ 0.          0.         -0.00121582  0.00264263 -0.00095356]
11382,[ 0.          0.          0.0045712  -0.00172275 -0.00156832]
11383,[ 0.          0.          0.00079423 -0.00137597  0.00132746]
11384,[ 0.          0.         -0.00174189  0.00131863 -0.00145245]
11385,[ 0.          0.         -0.00139433  0.00184453 -0.00103605]
11386,[ 0.          0.          0.00209093 -0.00183403  0.0015046 ]
11387,[ 0.          0.          0.0009329   0.00163722 -0.00246406]
11388,[ 0.          0.          0.00136077 -0.00155002 -0.00093687]
11389,[0.         0.         0.0009802  0.00089499 0.00181007]
11390,[ 0.          0.          0.00196385 -0.00050825 -0.00131202]
11391,[ 0.          0.          0.00038774 -0.0009248   0.00071403]
11392,[ 0.          0.         -0.00081566 -0.00111961 -0.00245893]
11393,[ 0.          0.          0.00172871  0.00141275 -0.00095922]
11394,[ 0.          0.         -0.00109053 -0.00163317  0.00142765]
11395,[0.         0.         0.00172925 0.00157225 0.00070176]
11396,[0.0000000e+00 0.0000000e+00 4.9677491e-04 8.6970329e-03 5.6985766e-05]
11397,[ 0.          0.         -0.00287127 -0.00134349  0.00023379]
11398,[ 0.          0.          0.00189596 -0.00150627 -0.00317097]
11399,[ 0.          0.         -0.00059414 -0.01119184  0.00264966]
11400,[ 0.          0.         -0.00133461  0.00050622 -0.00010521]
11401,[0.         0.         0.00094458 0.00028341 0.00089535]
11402,[0.         0.         0.00235319 0.00073195 0.00154638]
11403,[0.         0.         0.00142366 0.00098068 0.01009178]
11404,[0.         0.         0.0006924  0.00290704 0.00284612]
11405,[0.         0.         0.00243187 0.00113946 0.00155717]
11406,[ 0.          0.         -0.00198758 -0.00114983  0.0022527 ]
11407,[ 0.          0.          0.00138623 -0.00236464 -0.00049487]
11408,[ 0.          0.         -0.00982094 -0.00137538 -0.00046962]
11409,[ 0.          0.         -0.0008561   0.0025996  -0.00129062]
11410,[ 0.          0.          0.00363398 -0.00040156  0.00037898]
11411,"[ 0.0000000e+00  0.0000000e+00 -2.9380322e-03  2.3458004e-03
 -3.3589080e-05]"
11412,[ 0.          0.          0.00154763  0.00116581 -0.00117618]
11413,[ 0.          0.         -0.00249076 -0.00109512 -0.00092793]
11414,[ 0.          0.          0.00236392 -0.00065437  0.00627327]
11415,[0.         0.         0.00098938 0.00216973 0.00028764]
11416,[ 0.          0.         -0.00047502 -0.00103164 -0.00142992]
11417,[ 0.          0.         -0.00124127 -0.00068513  0.00104302]
11418,[0.         0.         0.00695682 0.00113446 0.00019707]
11419,[ 0.          0.          0.001445   -0.00190586  0.00047983]
11420,[ 0.          0.          0.00199246  0.0011906  -0.00031517]
11421,[ 0.          0.          0.00044712  0.00105357 -0.0003092 ]
11422,[ 0.          0.         -0.00229287  0.00181979  0.00190252]
11423,[ 0.          0.         -0.00233448 -0.00133693 -0.00168687]
11424,[0.         0.         0.00062448 0.00019361 0.00068274]
11425,[0.         0.         0.00203848 0.00182426 0.00299799]
11426,[ 0.          0.          0.00134212 -0.0012123  -0.00135922]
11427,[ 0.          0.          0.00242162  0.00054342 -0.00155753]
11428,[ 0.          0.          0.00082949 -0.00118846  0.00100559]
11429,"[ 0.0000000e+00  0.0000000e+00 -4.1788444e-05 -1.2788773e-03
 -4.0314198e-03]"
11430,[ 0.          0.         -0.00141501  0.0018214  -0.00086057]
11431,[ 0.          0.          0.00149322 -0.00211465 -0.00144476]
11432,[ 0.          0.          0.00151533 -0.00143075 -0.00042866]
11433,[ 0.          0.         -0.00205922  0.00043993  0.00118345]
11434,[ 0.          0.         -0.00049511 -0.00051144  0.00125939]
11435,[ 0.          0.         -0.0009242   0.00263417  0.00132072]
11436,[ 0.          0.         -0.00155097  0.00090191  0.00111359]
11437,[ 0.          0.         -0.0004663  -0.00067627 -0.0010519 ]
11438,[ 0.          0.         -0.00182158  0.00227511 -0.0017668 ]
11439,[ 0.          0.         -0.00051618  0.00262189 -0.0026114 ]
11440,[ 0.          0.          0.00086194  0.0068152  -0.00182581]
11441,[ 0.          0.         -0.000925   -0.00063092 -0.00126171]
11442,[ 0.          0.         -0.00108892  0.00146902  0.0021069 ]
11443,[ 0.          0.         -0.001257   -0.00132287  0.00218093]
11444,[ 0.          0.          0.00169551 -0.00093973 -0.00052175]
11445,[ 0.          0.          0.00199533 -0.00097045  0.00166154]
11446,[ 0.          0.         -0.0033561  -0.00082484 -0.00148118]
11447,[ 0.          0.         -0.00269675 -0.00093561 -0.00115877]
11448,[ 0.          0.         -0.0009613   0.00063422 -0.00309527]
11449,[ 0.          0.         -0.00072789 -0.00033613 -0.00146484]
11450,[ 0.          0.          0.00159949 -0.00134772 -0.00013403]
11451,[ 0.          0.          0.00242591 -0.00216722  0.00030538]
11452,[ 0.          0.         -0.00104475 -0.00154954  0.00069973]
11453,[ 0.          0.         -0.00151485  0.0005874  -0.00096983]
11454,[ 0.          0.          0.00097266 -0.00092134 -0.00194216]
11455,[0.         0.         0.00211322 0.00163317 0.00016668]
11456,"[ 0.0000000e+00  0.0000000e+00 -2.0918846e-03  2.4164915e-03
  9.1772527e-05]"
11457,[ 0.          0.         -0.00068352 -0.00177675  0.00065666]
11458,[ 0.          0.         -0.00075379 -0.0013507   0.00146115]
11459,[ 0.          0.          0.00027634 -0.00143093 -0.00139791]
11460,[0.         0.         0.00241446 0.00266075 0.00159758]
11461,[ 0.          0.         -0.00243723 -0.00095966 -0.0004205 ]
11462,[ 0.          0.         -0.00203228  0.00228298 -0.00118637]
11463,[ 0.          0.         -0.00096533  0.00196123 -0.00196528]
11464,"[ 0.0000000e+00  0.0000000e+00 -1.3890862e-03  1.7558932e-03
  7.1570277e-05]"
11465,[ 0.          0.          0.00160265 -0.01348257 -0.00017059]
11466,[ 0.          0.          0.00089175 -0.00169784 -0.00034623]
11467,[0.         0.         0.00215197 0.00103426 0.00154418]
11468,[ 0.          0.         -0.00167555  0.00146163 -0.00103545]
11469,"[ 0.0000000e+00  0.0000000e+00 -1.1897683e-03 -1.7956495e-03
 -6.5688044e-05]"
11470,[ 0.          0.         -0.00060618 -0.00118291 -0.00066558]
11471,[ 0.          0.         -0.00156164 -0.00118607  0.00120872]
11472,[0.         0.         0.00151485 0.00060865 0.00028048]
11473,[ 0.          0.         -0.0013743   0.00157732 -0.00167137]
11474,[ 0.          0.          0.00184548 -0.00258744 -0.00094232]
11475,[ 0.          0.         -0.00074583 -0.00183558  0.00066376]
11476,[ 0.          0.          0.00123334 -0.00297332  0.00194556]
11477,[ 0.          0.         -0.00174737 -0.0007641   0.00206017]
11478,[ 0.          0.          0.00162226  0.0017817  -0.00091472]
11479,"[ 0.0000000e+00  0.0000000e+00  9.0610981e-04 -6.1683655e-03
  2.1284446e-05]"
11480,[ 0.          0.          0.01256847 -0.00096753  0.00145906]
11481,[0.         0.         0.0017395  0.00210166 0.00148517]
11482,[ 0.          0.         -0.00145298 -0.00232804 -0.0010376 ]
11483,[ 0.          0.         -0.00232339 -0.00154507  0.00056788]
11484,[ 0.          0.          0.00049236  0.00119078 -0.00069317]
11485,[ 0.          0.         -0.00164145 -0.00108594  0.00018314]
11486,[ 0.          0.          0.00153953 -0.00076488 -0.00187558]
11487,[ 0.          0.         -0.00075552  0.00073501  0.00127375]
11488,[ 0.          0.         -0.00114435 -0.00154728  0.00042294]
11489,[ 0.          0.          0.00281692  0.00154173 -0.00056806]
11490,[0.         0.         0.00125563 0.00024793 0.00102478]
11491,[ 0.          0.         -0.00065243 -0.00084189 -0.00127298]
11492,[ 0.          0.         -0.00126654  0.00211561 -0.00097436]
11493,[ 0.          0.          0.00220942  0.00130194 -0.00106347]
11494,[ 0.          0.         -0.00133473  0.00311267  0.00145322]
11495,"[ 0.0000000e+00  0.0000000e+00  1.0862947e-03 -1.2609363e-03
 -6.8478286e-05]"
11496,[ 0.          0.          0.00067061 -0.00053507  0.00321639]
11497,[ 0.          0.         -0.00193185  0.00384271 -0.00018591]
11498,[ 0.          0.         -0.00040013  0.00043233  0.00020715]
11499,[ 0.          0.          0.00032315  0.00175333 -0.00086132]
11500,[0.         0.         0.00094908 0.00205755 0.00060016]
11501,[ 0.          0.          0.00113845 -0.00157398  0.00019034]
11502,[ 0.          0.         -0.00109124  0.00117123 -0.00034817]
11503,[ 0.          0.         -0.00155634  0.00428462  0.00103009]
11504,[ 0.          0.          0.00235391 -0.00327754 -0.00274944]
11505,[ 0.          0.         -0.00158513  0.00032023 -0.00134897]
11506,[ 0.          0.         -0.00259733  0.00125057  0.00067815]
11507,[ 0.          0.         -0.00218213 -0.00161642 -0.000214  ]
11508,[ 0.          0.          0.01317978 -0.00033745 -0.00116122]
11509,[ 0.          0.          0.00095534 -0.00024627 -0.00124621]
11510,[ 0.          0.          0.00144756  0.00153095 -0.00107294]
11511,[ 0.          0.         -0.00129813  0.00097448  0.00015238]
11512,[ 0.          0.         -0.0011512  -0.00131166  0.00185102]
11513,[ 0.          0.         -0.00127947  0.00150234  0.00147903]
11514,[ 0.          0.          0.00144476 -0.00204551  0.00077161]
11515,[ 0.          0.          0.00207746 -0.00198019  0.00258327]
11516,[ 0.          0.          0.00283206 -0.00045496 -0.00092053]
11517,[ 0.          0.         -0.00046569  0.00164884 -0.00070515]
11518,[ 0.         0.        -0.0007742 -0.0022068  0.0013721]
11519,[ 0.          0.          0.00135094 -0.00181442  0.00041638]
11520,[ 0.          0.         -0.00182807 -0.00165427 -0.00095552]
11521,[0.         0.         0.01263237 0.00021446 0.00085762]
11522,[ 0.          0.          0.00115889  0.00098634 -0.00066555]
11523,[ 0.          0.          0.00089869 -0.0016436  -0.0001712 ]
11524,[ 0.          0.          0.00087714 -0.00075349 -0.00120437]
11525,[ 0.          0.          0.00277567 -0.002033    0.0005812 ]
11526,[ 0.          0.          0.00082219  0.00322115 -0.00200021]
11527,[ 0.          0.          0.00154257  0.00122017 -0.00101846]
11528,[ 0.          0.          0.00255048 -0.00207412 -0.00017149]
11529,[ 0.          0.         -0.0026871   0.00085488 -0.00084963]
11530,[ 0.          0.         -0.00188303 -0.00156784 -0.00127381]
11531,[ 0.          0.         -0.00093356  0.0017457   0.00027601]
11532,[ 0.          0.         -0.00113487  0.00321054 -0.00100958]
11533,[0.         0.         0.00205314 0.00234532 0.00119972]
11534,[ 0.          0.         -0.01031542  0.00051981  0.00170124]
11535,[ 0.          0.         -0.00047424  0.00169086  0.00093052]
11536,[ 0.          0.          0.00087124 -0.00130391  0.00088179]
11537,[ 0.          0.          0.00038595 -0.00238121  0.00074288]
11538,[ 0.          0.          0.0006654  -0.00207138  0.00146049]
11539,[0.         0.         0.00150549 0.00133324 0.00123262]
11540,[ 0.          0.         -0.0014649   0.00114262 -0.00045598]
11541,[ 0.          0.         -0.00122762  0.00046928 -0.00014941]
11542,[ 0.          0.         -0.00030071  0.01216125  0.00262165]
11543,[ 0.          0.          0.00109464 -0.00167698  0.00014612]
11544,[0.         0.         0.0021013  0.0022105  0.00175762]
11545,[ 0.          0.         -0.00164175 -0.00120926  0.00124633]
11546,[ 0.          0.          0.00184345  0.00522971 -0.00104988]
11547,[ 0.          0.          0.0014475  -0.00142843 -0.00176024]
11548,[ 0.          0.          0.00164795 -0.00148654  0.00076404]
11549,[ 0.          0.         -0.00768232 -0.00242746 -0.00176132]
11550,[ 0.          0.          0.0008992   0.00114244 -0.00125581]
11551,[ 0.          0.         -0.00236309  0.0008848   0.00116837]
11552,[ 0.          0.          0.00024    -0.00167429 -0.00013148]
11553,[ 0.          0.         -0.00246251 -0.00077444 -0.00200808]
11554,[ 0.          0.          0.00241053  0.00051087 -0.00099295]
11555,[ 0.          0.         -0.00068069 -0.00125235  0.0020752 ]
11556,[ 0.          0.         -0.00148588  0.00103641  0.00066578]
11557,[ 0.          0.         -0.00186694  0.00168234 -0.00193131]
11558,[ 0.          0.         -0.00150746 -0.00181073 -0.00086534]
11559,[ 0.          0.         -0.00097114  0.00262308 -0.00351238]
11560,[ 0.          0.         -0.00105977 -0.00050491  0.00060466]
11561,[ 0.          0.         -0.00318921  0.00164986 -0.00223291]
11562,[ 0.          0.         -0.00231171  0.00093076  0.00150669]
11563,[ 0.          0.          0.00117308 -0.00065786  0.00119102]
11564,"[ 0.0000000e+00  0.0000000e+00 -1.0442734e-03 -5.6031346e-04
  4.6661124e-05]"
11565,[ 0.          0.         -0.00122201  0.00136536 -0.000532  ]
11566,[ 0.          0.         -0.00141633 -0.00069633  0.00321066]
11567,"[ 0.0000000e+00  0.0000000e+00  8.9374185e-04 -2.7303696e-03
  7.8756362e-05]"
11568,[ 0.          0.         -0.00185543 -0.00166976  0.00163561]
11569,[0.         0.         0.00287485 0.00035042 0.00015776]
11570,[ 0.          0.         -0.00267184  0.00034164  0.00024015]
11571,[ 0.          0.         -0.00209785  0.00087488 -0.00015698]
11572,[0.         0.         0.00174332 0.00092012 0.00058985]
11573,[0.         0.         0.00033906 0.00172329 0.00032102]
11574,[0.         0.         0.00079104 0.00115544 0.00049412]
11575,[ 0.          0.         -0.00137752 -0.00188142  0.00059283]
11576,[0.         0.         0.00116634 0.00245917 0.00200582]
11577,[0.         0.         0.00084716 0.00090468 0.00022808]
11578,[ 0.          0.         -0.00164574 -0.00115645 -0.00114506]
11579,[ 0.          0.          0.00044061  0.0007647  -0.00069547]
11580,[ 0.          0.          0.00132602 -0.00198901 -0.00077659]
11581,[ 0.          0.          0.00132477 -0.0020113   0.00088212]
11582,[ 0.          0.          0.0020107  -0.00066239  0.00137234]
11583,[ 0.          0.         -0.00165337 -0.00137168  0.00111759]
11584,[ 0.          0.         -0.00197399 -0.00116271  0.00344527]
11585,[ 0.          0.          0.00083777 -0.00143844  0.00209665]
11586,[ 0.          0.         -0.00198853 -0.00037102  0.00132716]
11587,[ 0.          0.          0.00308645 -0.00136912  0.00244784]
11588,[0.         0.         0.0021385  0.00205708 0.00106329]
11589,[ 0.          0.          0.00131071  0.00086564 -0.00197625]
11590,[ 0.          0.         -0.00356507 -0.00155538 -0.00137901]
11591,[ 0.          0.         -0.00144428  0.00112391 -0.00092772]
11592,[ 0.          0.          0.00220668  0.00076994 -0.00087926]
11593,[ 0.          0.          0.00054529  0.00208759 -0.00130135]
11594,[ 0.          0.         -0.0013001  -0.00254011 -0.00148273]
11595,[ 0.          0.         -0.00316286 -0.00315011 -0.0004739 ]
11596,[ 0.          0.         -0.00117862  0.00176632 -0.00078821]
11597,[ 0.          0.         -0.00058785 -0.00095579  0.0018329 ]
11598,[ 0.          0.         -0.00232482  0.00045517 -0.00010133]
11599,[ 0.          0.         -0.00278902  0.00092986 -0.00060591]
11600,[ 0.          0.          0.00092512 -0.00128752  0.00130856]
11601,[ 0.          0.          0.00040773 -0.00098258  0.00127596]
11602,[ 0.          0.          0.00091657 -0.00224447  0.00082973]
11603,[ 0.          0.          0.00256646  0.00085008 -0.00023118]
11604,[ 0.          0.         -0.00170976  0.00173432  0.00098372]
11605,[ 0.          0.         -0.00109112 -0.00054684 -0.00106865]
11606,[0.0000000e+00 0.0000000e+00 1.8278956e-03 6.4381957e-04 2.7656555e-05]
11607,[ 0.          0.          0.00099748 -0.00309062 -0.00075877]
11608,[ 0.          0.          0.00161713  0.00251114 -0.00126475]
11609,[ 0.          0.         -0.00150955  0.0023545  -0.0024389 ]
11610,[ 0.          0.          0.00098044 -0.0018816  -0.00264156]
11611,[ 0.          0.          0.00033131 -0.00213206 -0.00164247]
11612,[ 0.          0.          0.00050104 -0.00155783  0.00219548]
11613,[ 0.          0.         -0.0019443   0.00050193  0.00102246]
11614,[ 0.          0.         -0.00136369 -0.00113606  0.00025108]
11615,[ 0.          0.         -0.00222397  0.00132746  0.00113565]
11616,[ 0.          0.         -0.00126314  0.00189817  0.00152451]
11617,[0.         0.         0.00175583 0.00299084 0.00030717]
11618,[ 0.          0.          0.00300419 -0.00061667  0.00312734]
11619,[ 0.          0.          0.00185335 -0.00291789 -0.00072426]
11620,[ 0.          0.         -0.00082219 -0.00131267 -0.00230253]
11621,[ 0.          0.         -0.00274599  0.0003397   0.00304973]
11622,[ 0.          0.         -0.0018177  -0.00164413 -0.00050986]
11623,[0.         0.         0.00055778 0.01322746 0.00065947]
11624,[0.         0.         0.00059745 0.00172293 0.00047736]
11625,[ 0.          0.         -0.00182945 -0.00064895 -0.00161451]
11626,[ 0.          0.          0.00091118 -0.00233567 -0.00110173]
11627,[ 0.          0.         -0.00084978  0.00112015 -0.00138068]
11628,[ 0.          0.          0.00118124  0.0011096  -0.00154412]
11629,[ 0.          0.          0.00219142  0.00305796 -0.00037307]
11630,[ 0.          0.          0.00089788 -0.00204623 -0.00196576]
11631,[ 0.          0.         -0.0012095  -0.0021534   0.00063217]
11632,"[ 0.0000000e+00  0.0000000e+00 -2.0407438e-03 -1.4646649e-03
 -9.5710158e-05]"
11633,[ 0.          0.          0.00146848  0.00132918 -0.00054577]
11634,[ 0.          0.         -0.00169545  0.00138986 -0.00025046]
11635,[ 0.          0.         -0.00128436 -0.00215149 -0.00014777]
11636,[ 0.          0.          0.00212479 -0.00142723 -0.00124562]
11637,[ 0.          0.         -0.00265265 -0.00057924  0.00025846]
